Feat1,Feat2,Label
-0.13008,-0.26702,1
0.17723,0.12154,1
-0.13328,-0.029306,1
-0.50069,-0.46652,1
2.2515,2.2707,1
1.8039,1.6455,1
0.77753,0.56317,1
0.83067,0.77244,1
-0.33874,-0.2812,1
-0.064111,0.023267,1
0.43181,0.49231,1
0.67428,0.63299,1
0.81255,0.82815,1
0.95574,0.94162,1
-0.18489,-0.080961,1
0.5541,0.53386,1
0.18065,0.43433,1
1.3596,1.3545,1
0.91709,0.86736,1
0.31604,0.36797,1
1.5557,1.5227,1
-0.3421,-0.47007,1
-0.13154,-0.018335,1
0.70236,0.74987,1
0.63278,0.54708,1
0.038234,0.098064,1
0.78501,1.0311,1
0.27732,0.20524,1
-0.64131,-0.483,1
1.4206,1.3425,1
0.008971,0.0099376,1
0.26444,0.379,1
0.29067,0.20598,1
0.46593,0.6726,1
0.46033,0.38543,1
1.1151,1.2851,1
-0.35718,-0.38512,1
-0.059755,0.052698,1
0.60578,0.65414,1
-0.27574,-0.02316,1
0.63224,0.51905,1
0.036422,-0.060824,1
-0.55712,-0.65262,1
0.64942,0.56018,1
0.53014,0.39982,1
-0.43694,-0.4439,1
-0.30729,-0.32653,1
-0.71356,-0.647,1
0.053432,-0.038702,1
-1.25,-1.2584,1
-1.3289,-1.4275,1
-0.72622,-0.75829,1
-0.7094,-0.67237,1
-1.1211,-0.9974,1
0.26279,0.24394,1
0.87666,0.95168,1
1.4224,1.3643,1
1.5756,1.2367,1
-0.19875,-0.25133,1
-0.5084,-0.52865,1
-0.90791,-0.80113,1
-0.97878,-1.0254,1
-0.11876,-0.17362,1
0.32897,0.27161,1
0.48953,0.5643,1
0.061322,0.21934,1
0.45559,0.50366,1
0.34078,0.4183,1
1.282,1.1667,1
0.83181,0.97069,1
0.2354,0.17903,1
0.091738,0.031485,1
-0.57871,-0.6301,1
-0.39255,-0.82466,1
-0.050238,-0.20508,1
1.1385,1.0327,1
0.95501,0.90454,1
0.051736,0.299,1
0.75416,0.48063,1
-0.51246,-0.48763,1
-0.87871,-0.81004,1
-0.56207,-0.72635,1
0.000858,-0.12957,1
-0.86078,-0.84418,1
-0.41617,-0.39719,1
0.28298,0.19325,1
-0.52227,-0.29127,1
0.059596,0.18405,1
-0.76701,-0.8871,1
0.28634,0.077909,1
-0.22506,-0.14725,1
0.50227,0.37961,1
0.3171,0.50473,1
-0.526,-0.47628,1
0.29223,0.17158,1
-1.1788,-1.1301,1
0.47052,0.2314,1
-1.2053,-0.9473,1
-0.73226,-0.76901,1
-0.22874,-0.22977,1
-0.78516,-0.8262,1
0.028962,0.02112,1
-0.11311,-0.0018708,1
-0.16577,-0.22168,1
0.52941,0.49266,1
0.095387,0.19248,1
-0.58126,-0.38012,1
0.62122,0.69416,1
-0.13653,-0.18745,1
0.30262,0.32876,1
0.77671,0.89675,1
1.6497,1.5323,1
-0.47797,-0.48318,1
-0.36703,-0.20178,1
0.87535,0.85047,1
0.30282,0.33801,1
0.43901,0.27077,1
0.022419,-0.006061,1
1.3499,1.5359,1
0.01126,0.25633,1
-0.064109,-0.066095,1
1.4458,1.429,1
-0.24855,-0.47048,1
0.40701,0.66776,1
0.18934,-0.039946,1
-0.83575,-0.70151,1
0.44932,0.34315,1
-0.28225,-0.49944,1
-0.31471,-0.31986,1
0.28391,0.33921,1
-0.85104,-1.03,1
-0.30518,-0.28868,1
1.0499,0.994,1
-1.2407,-1.237,1
-0.59309,-0.42043,1
0.26581,0.22289,1
0.38589,0.60554,1
-0.48678,-0.53981,1
-0.60768,-0.60218,1
-0.59764,-0.62138,1
1.0903,1.0152,1
-0.75004,-0.61821,1
-0.037741,-0.049728,1
-0.41681,-0.32413,1
-0.3498,-0.29115,1
-0.62303,-0.74374,1
-0.019239,-0.1982,1
0.26181,0.039353,1
1.4622,1.4113,1
0.5637,0.65037,1
0.62754,0.53731,1
-1.0538,-1.0898,1
0.061671,0.33975,1
0.10538,0.076819,1
-1.7124,-1.6264,1
1.0544,1.0393,1
-0.31946,-0.23411,1
-0.25053,-0.30165,1
0.19794,0.31744,1
-0.12795,0.081102,1
-0.87097,-0.63927,1
-0.89627,-0.79319,1
-0.026287,-0.042265,1
-0.027573,-0.16402,1
0.20983,0.071236,1
-1.4366,-1.2543,1
1.6629,1.5301,1
0.070072,0.22124,1
-1.2244,-1.0981,1
0.98308,0.99914,1
-1.1919,-1.2349,1
0.74614,0.82563,1
0.33349,0.11182,1
-0.53447,-0.43334,1
0.77692,0.88992,1
0.28278,0.29434,1
-1.3585,-1.23,1
1.0001,0.95469,1
0.40056,0.57891,1
-1.2791,-1.1794,1
-0.54386,-0.6007,1
0.6344,0.58273,1
-0.97138,-0.8271,1
0.86678,0.77209,1
-0.9441,-0.95061,1
0.38362,0.47329,1
-0.255,-0.14091,1
-0.26598,-0.10581,1
-0.79072,-0.83556,1
0.20606,0.13175,1
-0.29032,-0.32209,0
0.51878,0.40454,0
-0.38365,-0.41276,0
-1.0062,-1.0317,0
0.54393,0.77223,0
0.76554,0.78751,0
-0.014915,0.1162,0
1.4896,1.4554,0
0.51055,0.49525,0
0.58495,0.60506,0
-0.55992,-0.54803,0
0.60282,0.45218,0
-1.7221,-1.5262,0
-0.85924,-0.6577,0
-0.5726,-0.6592,0
-0.569,-0.59907,0
-0.040976,-0.0041611,0
-0.27101,-0.36007,0
0.26497,0.1536,0
0.23817,0.046501,0
-0.93231,-0.80429,0
2.131,1.7879,0
1.2018,2.4743,0
0.2154,3.0897,0
4.1995,0.92626,0
1.0359,2.5779,0
0.065008,3.1098,0
3.7755,0.8499,0
2.1826,1.7032,0
1.5162,2.2237,0
0.70676,2.8052,0
1.4101,2.3473,0
0.86087,2.5699,0
2.6601,1.4156,0
3.5787,0.93231,0
1.6186,2.1844,0
2.273,1.6649,0
2.077,2.0631,0
3.4017,1.3021,0
2.3742,1.7532,0
2.7198,1.3975,0
2.1208,1.8971,0
1.6481,2.1621,0
2.5798,1.6562,0
2.7359,1.5173,0
1.4764,2.1653,0
0.74108,2.7357,0
2.4902,1.7271,0
0.22387,3.1992,0
1.996,2.2172,0
1.397,2.3426,0
2.1335,1.6623,0
1.8536,2.1792,0
1.2238,2.5966,0
1.5866,2.2917,0
1.8497,2.0227,0
2.664,1.6019,0
2.2007,2.0099,0
1.5482,2.3224,0
0.9018,2.6987,0
2.0445,1.9614,0
3.1056,1.4283,0
1.7017,2.1137,0
1.8633,2.1003,0
1.2093,2.3428,0
2.569,1.9379,0
2.1148,2.0125,0
1.0946,2.4924,0
1.8308,1.964,0
1.8208,2.0846,0
2.7475,1.6768,0
1.417,2.392,0
1.3018,2.4468,0
-1.0477,3.8765,0
2.4875,1.8324,0
1.9794,1.8967,0
0.43241,2.6159,0
1.5917,2.2352,0
1.2255,2.4515,0
0.56403,2.7537,0
2.0203,2.0036,0
2.5925,1.8023,0
2.6503,1.7005,0
2.1821,2.0984,0
2.0316,1.8309,0
2.248,1.8209,0
1.1545,2.7805,0
1.1537,2.4854,0
2.98,1.3038,0
0.67312,2.8127,0
2.6711,1.7318,0
2.6474,1.6722,0
1.3288,2.4899,0
1.5292,2.2613,0
0.93497,2.5913,0
2.0211,2.1146,0
2.0115,2.0265,0
4.3802,0.70039,0
2.6071,1.6023,0
1.6799,2.2843,0
2.3198,1.9001,0
2.386,1.6941,0
-0.064648,3.2248,0
0.66158,2.8435,0
2.261,1.8356,0
1.7626,2.0433,0
2.7741,1.4125,0
0.50212,2.8718,0
1.135,2.5838,0
3.2097,1.234,0
1.1646,2.4098,0
2.9975,1.5151,0
2.9986,1.5029,0
1.9983,2.1103,0
1.0005,2.7391,0
1.8395,1.8532,0
1.444,2.4307,0
2.039,1.9983,0
0.92574,2.5611,0
2.4919,1.7485,0
0.98403,2.1908,0
1.7028,2.1728,0
1.0765,2.309,0
1.0524,2.3837,0
3.8795,0.95576,0
2.3132,1.9018,0
0.097696,3.1464,0
1.6908,2.3811,0
2.0544,1.9442,0
1.8509,1.89,0
2.9326,1.3245,0
2.3671,1.6709,0
1.8944,1.9867,0
1.5403,2.2535,0
0.41678,2.931,0
2.5038,1.5912,0
1.9335,2.2765,0
2.7354,1.5983,0
2.7399,1.6435,0
2.605,1.668,0
2.1633,1.822,0
2.374,1.729,0
2.1524,1.9117,0
2.0452,2.1388,0
1.4009,2.3282,0
3.0979,1.4687,0
1.1748,2.426,0
2.3491,1.9332,0
3.551,1.1784,0
1.3721,2.4473,0
2.6194,1.6387,0
0.87839,2.7272,0
1.7431,2.0781,0
2.4265,1.6226,0
2.4963,1.6413,0
2.1563,1.941,0
0.95751,2.9005,0
1.2504,2.3609,0
2.9094,1.1737,0
2.1479,1.9862,0
0.76146,2.8227,0
1.8743,2.1224,0
2.0237,1.9467,0
2.2789,1.7334,0
0.8413,2.5498,0
1.5202,2.3406,0
3.1453,1.1949,0
1.8489,2.2169,0
3.4405,0.93739,0
0.90925,2.6509,0
2.4486,1.8139,0
1.958,1.9187,0
3.2236,0.98912,0
1.821,2.0212,0
2.8062,1.6755,0
1.4792,2.1783,0
1.0978,2.5336,0
2.1155,2.2505,0
0.92039,2.4408,0
2.1654,1.653,0
2.0259,1.9723,0
1.5215,2.0769,0
1.2561,2.3962,0
2.3905,1.7111,0
1.6031,2.2825,0
2.1853,1.7709,0
1.5112,2.23,0
2.8163,1.6366,0
1.8094,2.378,0
2.3655,1.7739,0
3.1273,1.2632,0
2.8478,1.7384,0
2.514,1.8676,0
1.5469,2.177,0
2.7787,1.5954,0
3.5468,1.1942,0
2.2759,1.896,0
2.0021,2.0289,0
3.0644,1.6024,0
2.9129,1.5981,0
1.957,1.9867,0
1.0411,2.4557,0
1.039,2.4571,0
0.85051,2.5572,0
3.0089,1.191,0
2.2446,1.8721,0
2.377,1.4411,0
1.7858,2.1293,0
2.2356,1.8323,1
1.228,2.35,1
2.3803,1.8763,1
0.89622,2.6704,1
-0.11302,3.3054,1
2.7662,1.7793,1
1.9634,2.0682,1
2.5769,1.6505,1
2.3572,1.5779,1
3.7069,1.2681,1
1.0038,2.6749,1
1.5188,2.0123,1
3.4109,1.2331,1
0.78864,2.617,1
2.2009,2.0851,1
2.4887,1.6864,1
1.3195,2.2804,1
0.9945,2.4974,1
2.5686,1.7861,1
1.1701,2.8361,1
1.3568,2.5938,1
