Feat1,Feat2,Label
0.53368,0.016049,1
0.46639,0.093785,1
0.47935,0.078345,1
0.46498,0.04852,1
0.52624,0.094222,1
0.45712,0.072637,1
0.4411,0.054668,1
0.51987,0.10578,1
0.49434,0.14807,1
0.49663,0.14628,1
0.5618,0.2012,1
0.50534,0.33289,1
0.44271,0.22315,1
0.45835,0.17986,1
0.45584,0.27081,1
0.40939,0.34865,1
0.38705,0.35649,1
0.32221,0.29884,1
0.38672,0.35766,1
0.42857,0.35121,1
0.43362,0.4057,1
0.27276,0.44511,1
0.32869,0.49266,1
0.36245,0.39697,1
0.30481,0.41005,1
0.402,0.37764,1
0.41443,0.49699,1
0.27312,0.41947,1
0.16009,0.40616,1
0.22627,0.54534,1
0.19103,0.48266,1
0.18397,0.48373,1
0.15445,0.4031,1
0.20324,0.48025,1
0.29302,0.48944,1
0.15005,0.46102,1
0.21043,0.45606,1
0.20068,0.50638,1
0.15216,0.43302,1
0.16695,0.54089,1
0.14688,0.57845,1
0.0085254,0.55729,1
0.072696,0.52442,1
0.0064124,0.47561,1
0.017741,0.48842,1
0.039923,0.53058,1
-0.024941,0.52722,1
-0.033253,0.43746,1
-0.11102,0.49014,1
-0.045413,0.48056,1
-0.13621,0.44387,1
-0.025389,0.4689,1
-0.20298,0.48021,1
-0.22948,0.45498,1
-0.18513,0.50915,1
-0.1719,0.47019,1
-0.37498,0.41868,1
-0.26922,0.45647,1
-0.25387,0.40757,1
-0.3576,0.28826,1
-0.35279,0.31243,1
-0.32803,0.35136,1
-0.30409,0.33809,1
-0.38911,0.36764,1
-0.32103,0.31641,1
-0.30808,0.36924,1
-0.29458,0.36849,1
-0.46098,0.44161,1
-0.47371,0.3029,1
-0.40954,0.26109,1
-0.35585,0.26634,1
-0.50096,0.17036,1
-0.5217,0.2344,1
-0.43042,0.2737,1
-0.38685,0.19649,1
-0.49218,0.2384,1
-0.54873,0.21773,1
-0.4704,0.05406,1
-0.43391,0.12689,1
-0.46821,0.18814,1
-0.57801,0.15067,1
-0.50364,0.12827,1
-0.40039,0.15057,1
-0.49805,0.031239,1
-0.55029,0.033712,1
-0.51642,0.076358,1
-0.46344,0.0010835,1
-0.4751,-0.037034,1
-0.52831,-0.028464,1
-0.46081,-0.033266,1
-0.53819,-0.12656,1
-0.4792,-0.035263,1
-0.44289,-0.15195,1
-0.46752,-0.16887,1
-0.39141,-0.155,1
-0.46128,-0.14116,1
-0.47767,-0.20521,1
-0.46579,-0.12592,1
-0.42434,-0.17845,1
-0.44742,-0.19496,1
-0.40516,-0.28486,1
-0.35344,-0.25674,1
-0.39204,-0.28445,1
-0.32504,-0.37105,1
-0.37257,-0.35769,1
-0.41794,-0.22546,1
-0.43155,-0.44986,1
