Feat1,Feat2,Label
-0.63128,-0.46903,1
-0.74844,-0.074749,1
0.76738,0.28359,1
-0.26166,-0.11367,1
-0.027266,-0.1915,1
-0.87046,-0.66316,1
-0.79126,-0.8417,1
-0.4935,-0.57028,1
-0.95659,-0.67533,1
-0.49247,-0.67384,1
-1.1897,-0.44445,1
-0.20024,0.0098964,1
0.11071,-0.13074,1
-0.19476,-0.18436,1
-0.87431,-0.51479,1
-2.129,-1.0043,1
1.0836,0.6439,1
0.87599,0.27205,1
0.75914,0.54901,1
1.1424,0.39598,1
-0.50868,-0.023171,1
0.56269,0.16846,1
-1.3632,-1.0322,1
0.4367,0.25611,1
-0.29055,0.18556,1
-0.57396,-0.59123,1
-0.1346,0.11506,1
-0.1571,0.13108,1
0.66017,0.56218,1
1.2363,0.58986,1
1.2684,1.0346,1
0.88937,0.16001,1
-1.3548,-0.71041,1
0.14998,0.074518,1
1.5308,0.68929,1
0.49896,0.42974,1
-1.0377,-0.28816,1
-0.74167,-0.42564,1
1.0137,1.1455,1
-0.011207,0.013679,1
0.14809,-0.096373,1
2.0093,1.064,1
0.032784,-0.41537,1
-1.0587,-0.33382,1
-2.1021,-1.3035,1
-0.63314,-0.64694,1
-0.42476,-0.043262,1
-0.22564,-0.02258,1
-0.94499,-0.35486,1
1.0282,1.0191,1
-0.63721,-0.20069,1
-1.695,-1.0236,1
-0.12699,-0.22493,1
-1.4101,-0.5386,1
0.59219,0.29958,1
0.19287,0.037002,1
0.81367,-0.016071,1
0.019817,0.34806,1
0.01978,-0.023292,1
-0.70547,-0.481,1
1.7094,0.82053,1
0.21802,-0.076921,1
0.76948,-0.0017661,1
-1.8608,-0.93741,1
0.84377,0.92209,1
1.3725,0.86342,1
-1.2774,-0.80065,1
-0.033313,0.022531,1
-0.012022,-0.44219,1
-0.86776,0.010774,1
0.53683,0.70096,1
-1.9035,-0.89499,1
0.55977,0.4587,1
0.1576,-0.034301,1
-1.0763,-0.79229,1
-0.024799,-0.082883,1
0.29496,0.38789,1
0.97866,0.53396,1
0.68567,0.28764,1
0.084053,0.16684,1
1.0779,0.22511,1
0.71792,0.54494,1
0.37027,0.033199,1
2.5904,1.251,1
0.71234,0.53102,1
0.36092,0.057342,1
