Feat1,Feat2,Label
-0.99817,-1.1508,1
-1.6426,-1.5683,1
0.26546,0.19002,1
0.043379,0.14692,1
-0.41904,-0.45354,1
0.33931,0.30718,1
-0.048876,-0.0056697,1
1.3531,1.4497,1
0.87152,0.87363,1
0.96829,1.0181,1
1.3114,1.3239,1
-0.73371,-0.6562,1
-0.28429,-0.067661,1
1.0758,0.98474,1
-0.31903,-0.38867,1
0.79292,0.80134,1
-0.74282,-0.85614,1
-0.83435,-0.93296,1
-0.066577,-0.11134,1
-0.2277,-0.23277,1
-0.52873,-0.60822,1
0.25505,0.13391,1
0.93851,0.86701,1
-1.4279,-1.4556,1
-0.23128,-0.20388,1
-0.25594,-0.25357,1
-0.44537,-0.39677,1
-0.036257,0.011558,1
0.56536,0.57229,1
-0.78246,-0.66999,1
0.19112,0.11152,1
-0.39496,-0.44419,1
1.0325,1.0787,1
-0.23207,-0.17431,1
-0.2221,-0.10936,1
0.70203,0.61057,1
-1.0395,-1.06,1
0.25129,0.24729,1
0.61968,0.6936,1
1.6851,1.7408,1
-0.20135,-0.21717,1
0.033129,0.025255,1
0.1776,0.14607,1
-0.068758,0.023456,1
0.15478,0.12586,1
0.32811,0.37689,1
0.74385,0.60282,1
-0.10269,-0.11081,1
-1.0373,-1.1569,1
-0.38678,-0.40749,1
-0.53823,-0.46849,1
0.38129,0.38552,1
0.9672,0.90357,1
0.43444,0.25232,1
1.2635,1.4092,1
0.64701,0.72664,1
0.55695,0.6559,1
0.33142,0.30139,1
0.18688,0.12998,1
-0.55957,-0.69527,1
0.0059471,-0.013522,1
-0.24007,-0.27107,1
-0.013413,0.059896,1
0.92787,0.87228,1
0.19766,0.20577,1
0.52343,0.49178,1
-0.95678,-0.98785,1
-0.39665,-0.43847,1
0.81188,0.77308,1
0.93531,0.79823,1
0.57183,0.58142,1
0.1873,0.088603,1
0.35914,0.31077,1
0.23583,0.19328,1
-1.4183,-1.3965,1
0.5208,0.4588,1
0.27387,0.28597,1
0.048411,0.0018711,1
-1.4009,-1.3746,1
-0.55268,-0.56793,1
-0.78345,-0.74476,1
0.82082,0.87513,1
-1.0253,-1.0417,1
0.08311,0.12371,1
-1.2135,-1.1583,1
0.66965,0.70614,1
0.55492,0.60547,1
0.73154,0.67988,1
0.33972,0.40806,1
-0.63608,-0.55996,1
-0.16917,-0.11991,1
0.20681,0.11714,1
-0.19796,-0.06851,1
0.25122,0.30662,1
0.59094,0.65155,1
-0.44433,-0.52558,1
1.0958,1.0815,1
0.56043,0.49448,1
-1.3062,-1.2792,1
-2.2707,-2.2868,1
0.28319,0.31545,1
-0.47282,-0.46248,1
0.093757,0.11005,1
-0.033532,-0.14388,1
-0.46535,-0.44507,1
0.72998,0.7076,1
0.666,0.62523,1
0.62112,0.7368,1
0.58869,0.69696,1
0.30188,0.36746,1
0.00030092,-0.045028,1
0.75909,0.7482,1
0.45266,0.57487,1
-0.35293,-0.39986,1
0.099207,0.021389,1
-0.048959,-0.0041781,1
-0.96552,-0.93738,1
-0.12993,-0.045323,1
0.23361,0.28274,1
0.052059,0.040426,1
0.22354,0.18726,1
1.1854,1.1802,1
0.80282,0.82776,1
-0.33871,-0.27248,1
-0.33793,-0.43219,1
