Feat1,Feat2,Label
-0.76884,0.28333,1
0.42012,-0.10941,1
0.20275,0.12621,1
0.59266,0.10984,1
-1.1658,0.55184,1
-0.52278,0.34223,1
-0.22026,0.19815,1
0.07199,-0.019446,1
-0.48805,0.11149,1
0.57069,-0.2252,1
-0.42565,0.28392,1
-0.87835,0.7046,1
-0.06388,-0.036274,1
0.80223,-0.33692,1
1.1561,-0.97137,1
-0.97237,0.35763,1
-1.2822,0.51428,1
-0.26368,0.0088596,1
1.1503,-0.67034,1
0.059351,0.26987,1
0.24574,-0.1436,1
1.4501,-0.92387,1
-0.34186,0.24545,1
-0.70949,0.13934,1
1.5117,-0.58045,1
1.4302,-1.1042,1
-0.78901,0.012268,1
0.10401,0.0991,1
-0.89939,0.49377,1
-0.11131,0.40588,1
0.60494,0.16767,1
0.51418,-0.12025,1
-1.7918,0.68504,1
-0.60756,0.3603,1
0.34866,0.022042,1
0.57307,-0.63323,1
-0.7288,0.52542,1
0.51585,-0.038868,1
-0.54582,0.19013,1
0.22638,0.089917,1
0.50943,-0.55632,1
1.0322,-0.79705,1
1.3055,-0.8781,1
1.0115,-0.52915,1
1.7695,-1.0044,1
-1.4179,0.69047,1
1.4451,-0.94619,1
0.084892,-0.47332,1
-0.012653,-0.10992,1
-0.98179,0.56146,1
0.97944,-0.67996,1
0.58674,-0.12181,1
1.1124,-0.57656,1
-0.73168,0.21882,1
0.76806,-0.76221,1
-0.20495,-0.056887,1
0.37017,-0.11957,1
-0.43273,0.22849,1
0.13322,-0.018967,1
-1.0554,0.60995,1
1.1331,-0.83152,1
0.46156,-0.076846,1
0.35696,-0.18831,1
-0.28402,0.18726,1
-0.60349,0.43793,1
-1.0192,0.31836,1
-1.1952,0.33162,1
0.24708,-0.33403,1
-1.9721,1.1004,1
0.46084,-0.29717,1
-0.30596,0.018379,1
-1.0007,0.38928,1
0.4802,-0.43148,1
-0.38387,0.44886,1
-0.025105,0.24984,1
-0.82608,0.36002,1
2.5735,-1.4526,1
-0.66899,0.54954,1
-0.16655,-0.17064,1
0.044995,-0.22137,1
1.112,-0.71972,1
0.50596,-0.42747,1
-0.9638,0.75721,1
0.23008,-0.20332,1
0.011567,-0.13908,1
1.0546,-0.30688,1
-0.025206,0.060322,1
-0.42893,-0.24332,1
-0.5068,0.3763,1
0.71192,-0.55981,1
-0.62492,0.24575,1
-0.55583,0.11398,1
1.4835,-0.91984,1
-2.2147,1.4237,1
-0.55177,0.43575,1
0.71807,-0.1975,1
-2.1777,0.95519,1
-1.6679,0.84669,1
-0.4698,0.22873,1
0.41814,-0.43388,1
-0.1473,0.11079,1
-1.409,0.6466,1
0.74793,-0.41846,1
0.20108,-0.026386,1
-0.11455,0.1065,1
-0.51751,-0.32569,1
-1.09,0.65713,1
0.50869,-0.32817,1
1.0694,-0.53425,1
-0.2304,0.035526,1
-0.60257,0.30306,1
-1.2142,0.2652,1
1.33,-0.60851,1
0.22,-0.18102,1
-0.24277,0.37415,1
-0.1745,0.30311,1
0.11577,-0.34088,1
-1.5359,1.0125,1
0.95266,-0.86812,1
0.65703,-0.47755,1
0.17414,0.24679,1
-1.0865,0.44375,1
-1.5551,0.81954,1
1.7578,-1.1173,1
-0.28373,0.42874,1
-1.2358,0.70457,1
0.79837,-0.33051,1
-0.6373,0.27789,1
-0.088946,0.43082,1
-0.34079,-0.056348,1
0.90642,-1.0256,1
0.27904,-0.41453,1
-2.2084,1.2009,1
-0.73585,0.2382,1
-1.0787,0.50497,1
-1.2003,0.87529,1
0.60736,-0.26395,1
0.77856,-0.088227,1
-2.1897,1.3699,1
-0.75452,0.37456,1
-0.29154,0.22017,1
-0.21354,0.49226,1
-1.5606,1.1502,1
-0.94899,0.36228,1
0.3587,-0.25006,1
-0.47785,-0.12861,1
-1.1949,0.81008,1
0.4928,-0.3982,1
-0.15015,0.26527,1
-1.0128,0.70803,1
1.1932,-0.56207,1
-1.5589,0.9962,1
1.0208,-0.76079,1
-0.38916,0.15826,1
-0.52961,0.32785,1
1.1601,-0.971,1
0.26948,-0.074697,1
0.37799,-0.064873,1
-0.19995,0.3185,1
-0.3841,-0.13963,1
0.37874,-0.60722,1
-0.12922,-0.25532,1
0.14634,-0.25091,1
-0.36892,0.38389,1
-1.0165,0.329,1
-0.30443,0.051407,1
-0.50305,0.014884,1
-0.97838,0.46979,1
-0.63432,0.29294,1
-0.84149,0.077132,1
-1.7767,0.68787,1
-0.39749,0.35903,1
0.44457,-0.22707,1
1.0732,-0.47809,1
1.0733,-0.74516,1
0.05132,0.39417,1
1.7887,-1.0014,1
-0.14789,0.079313,1
-1.7961,0.6267,1
0.11327,-0.20469,1
0.66467,-0.51495,1
-0.010636,-0.1295,1
0.30166,-0.0071057,1
-0.67037,0.28531,1
-1.7632,0.843,1
-1.0248,0.76656,1
-1.244,0.35875,1
0.17116,-0.0095724,1
0.71853,-0.5738,1
0.04546,0.074689,1
-1.2462,0.83259,1
-0.12995,0.30479,1
0.76409,-0.56936,1
0.73379,-0.60067,1
-1.1647,0.70707,1
0.92622,-0.22195,1
1.9394,-1.224,1
-0.033655,0.11253,1
0.72156,-0.46616,1
1.5638,-0.85204,1
-0.60396,0.17517,1
-0.54946,0.35208,1
-1.1225,0.62341,1
-0.058107,-0.28982,1
1.7636,-1.2522,1
0.41695,-0.025194,1
-1.3175,0.38462,1
0.034625,-0.25572,1
1.3636,-0.66598,1
-1.0307,0.61914,1
-0.44676,0.41084,1
0.5306,-0.49442,1
-0.28107,-0.097932,1
-0.91511,0.7786,1
-0.090427,0.063808,1
1.1813,1.6358,0
1.7354,1.6368,0
3.3748,0.86381,0
1.8489,1.3381,0
0.038821,1.8174,0
0.73799,1.9118,0
1.7474,1.4962,0
2.8381,0.91862,0
1.4865,0.97177,0
1.4011,1.2164,0
0.066617,2.09,0
1.9694,1.2003,0
-0.24725,2.4354,0
0.13543,2.0354,0
0.80577,1.4715,0
2.7649,0.97838,0
-1.1818,2.4974,0
2.0322,1.0626,0
1.3095,1.4108,0
0.94712,1.9328,0
2.3322,1.375,0
1.1878,1.4253,0
2.0813,1.0006,0
2.9341,1.1074,0
0.56829,2.2204,0
1.6573,1.1791,0
0.58846,2.1082,0
1.2227,1.5985,0
0.43247,1.964,0
2.7202,0.82859,0
1.4881,1.4801,0
0.55037,2.0366,0
0.1614,2.0068,0
0.38703,1.832,0
0.68174,1.7471,0
1.2545,1.3056,0
0.51898,1.9315,0
1.0297,1.5432,0
1.8146,1.7103,0
2.7175,0.86677,0
0.41677,2.1488,0
-0.39889,2.6929,0
1.7942,1.5658,0
1.3571,1.631,0
1.4169,1.5227,0
1.6192,1.4466,0
1.6895,1.414,0
2.5951,1.0495,0
1.0621,1.5536,0
1.2336,1.7442,0
2.7032,0.99599,0
1.313,1.4415,0
-0.89982,2.531,0
0.96533,1.7353,0
0.071341,2.2416,0
2.0549,1.3025,0
0.36372,2.1436,0
2.6223,1.1347,0
1.7055,1.5906,0
0.7635,1.7515,0
2.8225,0.86464,0
1.2086,1.5791,0
2.9006,1.0905,0
2.1705,1.0992,0
1.488,1.4923,0
2.1733,1.1287,0
0.0078803,2.3054,0
0.6892,1.8008,0
1.4229,1.5196,0
2.1515,1.4719,0
1.4548,1.5825,0
3.3976,1.04,0
1.7097,1.3011,0
2.5873,0.88523,0
0.54691,1.9869,0
1.2101,1.5829,0
1.9732,1.2016,0
-0.27543,2.2446,0
1.8124,1.3407,0
1.2302,1.6889,0
2.0092,1.6471,0
2.6331,1.1807,0
1.9509,1.2911,0
2.1649,1.2524,0
2.185,1.1559,0
1.4048,1.5661,0
1.5901,1.5083,0
1.9181,1.3565,0
1.2168,1.6493,0
2.5259,1.3574,0
2.0549,1.2037,0
1.2487,1.0622,0
0.59126,1.7573,0
0.85938,1.7389,0
1.5474,1.4615,0
0.29267,2.1364,0
1.0526,1.784,0
0.59218,1.9969,0
0.68226,1.7919,0
1.0995,1.9176,0
1.9842,1.4201,0
1.4861,1.7752,0
2.5295,1.1327,0
1.3385,1.4326,0
0.67435,1.9566,0
0.93304,1.7654,0
1.7208,1.8336,0
1.0616,1.8729,0
1.784,1.2131,0
0.17264,2.4489,0
2.5333,1.2332,0
1.1556,1.5176,0
0.2022,2.0304,0
0.47051,2.0796,0
3.5108,0.71143,0
1.3371,1.8929,0
0.7751,1.7571,0
1.6022,1.2078,0
1.5734,1.5166,0
1.3881,1.4901,0
0.39407,2.2329,0
1.2594,1.9568,0
1.2047,1.1686,0
2.6668,1.5474,0
4.0641,0.56378,0
2.1658,1.5546,0
2.6817,1.0143,0
0.82536,1.9025,0
3.3783,1.0966,0
1.3176,1.5066,0
1.9561,1.0619,0
1.3957,1.5815,0
1.9856,1.3638,0
2.8329,0.56894,0
2.0156,1.2103,0
0.69569,1.9674,0
0.87458,1.5433,0
0.30083,1.9433,0
2.0281,1.5697,0
0.84722,1.8308,0
2.186,1.4608,0
1.7951,1.4054,0
2.4035,1.1791,0
2.5617,0.92102,0
2.6928,0.79988,0
0.99518,1.8495,0
1.083,1.5334,0
1.7287,1.491,0
2.6919,0.90198,0
1.8296,1.6569,0
2.1695,1.5531,0
0.045525,1.8793,0
2.6573,1.1919,0
1.0545,1.6405,0
-0.08753,2.1994,0
0.25953,1.942,0
1.0041,1.9043,0
2.347,1.5056,0
1.6914,1.5062,0
1.9559,1.0368,0
0.61998,2.0276,0
0.76381,1.4654,0
1.2918,1.4408,0
1.5119,1.659,0
2.7351,1.2954,0
0.60917,1.6087,0
-0.14582,1.9014,0
-0.78259,2.354,0
0.60561,1.8733,0
0.67094,2.2088,0
4.7465,0.061067,0
0.27701,2.082,0
1.157,1.3828,0
2.622,0.77847,0
1.4226,1.3875,0
1.0638,1.3257,0
-0.15152,2.4456,0
1.7921,1.4489,0
1.9002,1.5163,0
2.8372,0.76234,0
1.0386,1.6208,0
2.8145,0.7836,0
1.7333,1.2506,0
-1.1376,2.2843,0
1.2294,1.6614,0
1.2301,1.6883,0
1.0986,1.7418,0
1.8524,1.342,0
0.90702,1.8964,0
0.71705,1.6014,0
0.48278,1.6644,0
0.96666,1.3853,0
1.9867,1.1586,0
0.84147,1.7811,0
1.3641,1.5294,0
1.3786,1.4859,0
4.1207,0.39057,0
2.1035,1.3823,0
1.0904,1.471,0
-0.93385,2.1524,0
0.40354,2.0948,0
0.89907,1.5852,0
3.0194,0.87371,0
-0.3596,2.028,0
