0,1,2
-0.13008,-0.26702,1.0
0.17723,0.12154,1.0
-0.13328,-0.029306,1.0
2.2515,2.2707,1.0
1.8039,1.6455,1.0
0.87977,0.75864,1.0
-0.33874,-0.2812,1.0
-0.064111,0.023267,1.0
0.43181,0.49231,1.0
0.67428,0.63299,1.0
0.51878,0.40454,1.0
0.81255,0.82815,1.0
0.55902,0.66698,1.0
-0.70223,-0.69029,1.0
0.5541,0.53386,1.0
1.3596,1.3545,1.0
1.9919,1.8706,1.0
0.91709,0.86736,1.0
-0.088373,-0.13265,1.0
1.4778,1.3498,1.0
0.31604,0.36797,1.0
1.5557,1.5227,1.0
-0.13154,-0.018335,1.0
-0.47579,-0.44785,1.0
0.70236,0.74987,1.0
0.63278,0.54708,1.0
0.038234,0.098064,1.0
0.27732,0.20524,1.0
-0.64131,-0.483,1.0
-0.46046,-0.37171,1.0
1.4206,1.3425,1.0
0.008971,0.0099376,1.0
0.29067,0.20598,1.0
0.46033,0.38543,1.0
-0.35718,-0.38512,1.0
-0.059755,0.052698,1.0
0.63224,0.51905,1.0
0.036422,-0.060824,1.0
0.75222,0.68812,1.0
0.3437,0.39361,1.0
-0.38365,-0.41276,1.0
0.64942,0.56018,1.0
0.53014,0.39982,1.0
0.14631,-0.020738,1.0
-0.43694,-0.4439,1.0
-0.0011013,-0.078578,1.0
-0.30729,-0.32653,1.0
-0.71356,-0.647,1.0
0.62117,0.61174,1.0
0.053432,-0.038702,1.0
-1.25,-1.2584,1.0
-0.29032,-0.32209,1.0
-0.72622,-0.75829,1.0
-0.7094,-0.67237,1.0
-1.1211,-0.9974,1.0
-0.93231,-0.80429,1.0
1.4224,1.3643,1.0
-0.19875,-0.25133,1.0
-0.5084,-0.52865,1.0
-0.90791,-0.80113,1.0
-0.97878,-1.0254,1.0
0.48953,0.5643,1.0
0.061322,0.21934,1.0
0.45559,0.50366,1.0
0.2354,0.17903,1.0
0.65828,0.71406,1.0
0.24753,0.34814,1.0
-0.44386,-0.52263,1.0
-0.47043,-0.41205,1.0
-0.050238,-0.20508,1.0
0.95501,0.90454,1.0
-0.040976,-0.0041611,1.0
-0.51246,-0.48763,1.0
-0.87871,-0.81004,1.0
1.228,1.1884,1.0
-0.41617,-0.39719,1.0
0.28298,0.19325,1.0
0.059596,0.18405,1.0
-0.76701,-0.8871,1.0
-0.5726,-0.6592,1.0
0.64463,0.69963,1.0
-0.22506,-0.14725,1.0
-0.41831,-0.52386,1.0
0.50227,0.37961,1.0
0.75416,0.82263,1.0
0.61599,0.66304,1.0
-0.526,-0.47628,1.0
0.29223,0.17158,1.0
-1.1788,-1.1301,1.0
-0.5598,-0.48014,1.0
0.50898,0.64805,1.0
-0.70038,-0.73074,1.0
-0.73226,-0.76901,1.0
1.0589,1.021,1.0
0.23591,0.15883,1.0
-0.22874,-0.22977,1.0
-0.78516,-0.8262,1.0
0.028962,0.02112,1.0
-1.0062,-1.0317,1.0
-0.11311,-0.0018708,1.0
0.83347,0.82425,1.0
-0.16577,-0.22168,1.0
0.52941,0.49266,1.0
0.62122,0.69416,1.0
-0.13653,-0.18745,1.0
0.30262,0.32876,1.0
-0.47797,-0.48318,1.0
-0.36703,-0.20178,1.0
-0.58543,-0.50081,1.0
-0.64944,-0.66288,1.0
-1.7221,-1.5262,1.0
0.43901,0.27077,1.0
0.022419,-0.006061,1.0
-0.64406,-0.66274,1.0
-0.064109,-0.066095,1.0
1.4458,1.429,1.0
1.4896,1.4554,1.0
0.77544,0.7885,1.0
0.44932,0.34315,1.0
0.18548,0.14448,1.0
-1.2263,-1.114,1.0
0.50009,0.49702,1.0
-0.31471,-0.31986,1.0
0.28391,0.33921,1.0
-0.59931,-0.56465,1.0
0.49013,0.49734,1.0
-1.0988,-1.0333,1.0
0.24708,0.15474,1.0
1.519,1.4431,1.0
0.35213,0.38989,1.0
-1.2407,-1.237,1.0
-0.59309,-0.42043,1.0
0.26581,0.22289,1.0
0.98482,0.85083,1.0
-0.48678,-0.53981,1.0
-0.60768,-0.60218,1.0
-0.75004,-0.61821,1.0
-0.41681,-0.32413,1.0
-0.3498,-0.29115,1.0
-1.1006,-1.1414,1.0
0.51055,0.49525,1.0
-0.62303,-0.74374,1.0
0.62754,0.53731,1.0
-1.0538,-1.0898,1.0
-0.569,-0.59907,1.0
-1.7124,-1.6264,1.0
1.0544,1.0393,1.0
-0.014915,0.1162,1.0
-0.31946,-0.23411,1.0
-0.25053,-0.30165,1.0
0.2811,0.36088,1.0
-0.026287,-0.042265,1.0
-0.027573,-0.16402,1.0
0.20983,0.071236,1.0
-1.4366,-1.2543,1.0
1.6629,1.5301,1.0
0.070072,0.22124,1.0
-1.2244,-1.0981,1.0
-0.27101,-0.36007,1.0
0.98308,0.99914,1.0
1.2572,1.1711,1.0
-1.1919,-1.2349,1.0
0.74614,0.82563,1.0
-0.53447,-0.43334,1.0
