0,1,2
-0.13008,-0.26702,1.0
0.17723,0.12154,1.0
-0.13328,-0.029306,1.0
-0.50069,-0.46652,1.0
0.87977,0.75864,1.0
-0.33874,-0.2812,1.0
-0.064111,0.023267,1.0
0.43181,0.49231,1.0
0.67428,0.63299,1.0
0.51878,0.40454,1.0
0.81255,0.82815,1.0
0.95574,0.94162,1.0
-0.18489,-0.080961,1.0
-0.70223,-0.69029,1.0
0.5541,0.53386,1.0
-0.088373,-0.13265,1.0
1.4778,1.3498,1.0
0.31604,0.36797,1.0
1.5557,1.5227,1.0
-0.3421,-0.47007,1.0
-0.13154,-0.018335,1.0
-0.47579,-0.44785,1.0
0.70236,0.74987,1.0
0.63278,0.54708,1.0
0.038234,0.098064,1.0
0.040026,-0.044613,1.0
-0.46046,-0.37171,1.0
1.4206,1.3425,1.0
0.008971,0.0099376,1.0
0.26444,0.379,1.0
-0.35718,-0.38512,1.0
-0.059755,0.052698,1.0
0.60578,0.65414,1.0
-0.052726,-0.13348,1.0
0.74075,0.74936,1.0
0.036422,-0.060824,1.0
0.75222,0.68812,1.0
-0.55712,-0.65262,1.0
0.76554,0.78751,1.0
0.53014,0.39982,1.0
-0.43694,-0.4439,1.0
-0.30729,-0.32653,1.0
-0.71356,-0.647,1.0
0.62117,0.61174,1.0
0.053432,-0.038702,1.0
-1.25,-1.2584,1.0
-1.3289,-1.4275,1.0
-0.72622,-0.75829,1.0
-0.55992,-0.54803,1.0
0.26279,0.24394,1.0
0.87666,0.95168,1.0
-0.93231,-0.80429,1.0
0.37583,0.2373,1.0
1.4224,1.3643,1.0
-0.19875,-0.25133,1.0
-0.5084,-0.52865,1.0
-0.90791,-0.80113,1.0
-0.11876,-0.17362,1.0
0.45559,0.50366,1.0
1.282,1.1667,1.0
0.1409,0.15535,1.0
0.2354,0.17903,1.0
0.65828,0.71406,1.0
-0.03578,0.087976,1.0
0.24753,0.34814,1.0
-0.44386,-0.52263,1.0
-0.47043,-0.41205,1.0
1.1385,1.0327,1.0
0.95501,0.90454,1.0
0.29443,0.27064,1.0
-0.040976,-0.0041611,1.0
-0.86078,-0.84418,1.0
0.28298,0.19325,1.0
0.059596,0.18405,1.0
-0.5726,-0.6592,1.0
0.64463,0.69963,1.0
-0.22506,-0.14725,1.0
-0.41831,-0.52386,1.0
0.50227,0.37961,1.0
0.61599,0.66304,1.0
-0.526,-0.47628,1.0
0.29223,0.17158,1.0
-1.1788,-1.1301,1.0
-0.5598,-0.48014,1.0
-0.70038,-0.73074,1.0
-0.73226,-0.76901,1.0
1.0589,1.021,1.0
0.23591,0.15883,1.0
-0.22874,-0.22977,1.0
-0.78516,-0.8262,1.0
-1.0062,-1.0317,1.0
0.83347,0.82425,1.0
-0.16577,-0.22168,1.0
0.095387,0.19248,1.0
0.62122,0.69416,1.0
-0.13653,-0.18745,1.0
0.30262,0.32876,1.0
0.77671,0.89675,1.0
1.6497,1.5323,1.0
-0.47797,-0.48318,1.0
0.87535,0.85047,1.0
-0.64944,-0.66288,1.0
0.30282,0.33801,1.0
0.022419,-0.006061,1.0
-0.064109,-0.066095,1.0
0.58495,0.60506,1.0
1.4458,1.429,1.0
1.4896,1.4554,1.0
2.0319,1.9699,1.0
-0.83575,-0.70151,1.0
0.44932,0.34315,1.0
0.18548,0.14448,1.0
-1.2263,-1.114,1.0
0.50009,0.49702,1.0
-0.31471,-0.31986,1.0
0.28391,0.33921,1.0
-0.30518,-0.28868,1.0
-1.0988,-1.0333,1.0
0.24708,0.15474,1.0
0.35213,0.38989,1.0
-1.2407,-1.237,1.0
0.26581,0.22289,1.0
0.98482,0.85083,1.0
-0.48678,-0.53981,1.0
-0.60768,-0.60218,1.0
-0.59764,-0.62138,1.0
-0.75004,-0.61821,1.0
-0.037741,-0.049728,1.0
-0.41681,-0.32413,1.0
-0.3498,-0.29115,1.0
-1.1006,-1.1414,1.0
0.51055,0.49525,1.0
-0.62303,-0.74374,1.0
0.5637,0.65037,1.0
0.62754,0.53731,1.0
-0.569,-0.59907,1.0
0.10538,0.076819,1.0
-1.7124,-1.6264,1.0
-0.014915,0.1162,1.0
-0.31946,-0.23411,1.0
-0.25053,-0.30165,1.0
0.19794,0.31744,1.0
0.2811,0.36088,1.0
0.26497,0.1536,1.0
-0.89627,-0.79319,1.0
-0.027573,-0.16402,1.0
1.6629,1.5301,1.0
-1.2244,-1.0981,1.0
0.98308,0.99914,1.0
1.2572,1.1711,1.0
0.74614,0.82563,1.0
0.77692,0.88992,1.0
0.28278,0.29434,1.0
-1.3585,-1.23,1.0
1.0001,0.95469,1.0
-1.2791,-1.1794,1.0
-0.54386,-0.6007,1.0
-0.97138,-0.8271,1.0
0.86678,0.77209,1.0
-0.9441,-0.95061,1.0
1.0698,0.92186,1.0
0.38362,0.47329,1.0
-0.85929,-0.95108,1.0
-0.79072,-0.83556,1.0
0.20606,0.13175,1.0
