0,1,2
-0.76884,0.28333,1.0
0.42012,-0.10941,1.0
0.20275,0.12621,1.0
-1.1658,0.55184,1.0
-0.52278,0.34223,1.0
-0.22026,0.19815,1.0
0.07199,-0.019446,1.0
-0.48805,0.11149,1.0
0.57069,-0.2252,1.0
-0.42565,0.28392,1.0
-0.87835,0.7046,1.0
-0.06388,-0.036274,1.0
0.80223,-0.33692,1.0
1.1561,-0.97137,1.0
-0.97237,0.35763,1.0
-1.2822,0.51428,1.0
-0.26368,0.0088596,1.0
1.1503,-0.67034,1.0
0.24574,-0.1436,1.0
1.4501,-0.92387,1.0
-0.34186,0.24545,1.0
-0.70949,0.13934,1.0
1.5117,-0.58045,1.0
1.4302,-1.1042,1.0
0.10401,0.0991,1.0
-0.89939,0.49377,1.0
-0.11131,0.40588,1.0
0.51418,-0.12025,1.0
-0.60756,0.3603,1.0
0.34866,0.022042,1.0
0.57307,-0.63323,1.0
-0.7288,0.52542,1.0
-0.54582,0.19013,1.0
1.0322,-0.79705,1.0
1.3055,-0.8781,1.0
1.0115,-0.52915,1.0
1.7695,-1.0044,1.0
-1.4179,0.69047,1.0
1.4451,-0.94619,1.0
-0.012653,-0.10992,1.0
0.97944,-0.67996,1.0
0.58674,-0.12181,1.0
-0.73168,0.21882,1.0
0.76806,-0.76221,1.0
-0.20495,-0.056887,1.0
-0.43273,0.22849,1.0
0.13322,-0.018967,1.0
-1.0554,0.60995,1.0
1.1331,-0.83152,1.0
0.46156,-0.076846,1.0
0.35696,-0.18831,1.0
-0.28402,0.18726,1.0
-0.60349,0.43793,1.0
-1.0192,0.31836,1.0
-1.1952,0.33162,1.0
0.24708,-0.33403,1.0
-1.9721,1.1004,1.0
-0.30596,0.018379,1.0
-1.0007,0.38928,1.0
0.4802,-0.43148,1.0
-0.38387,0.44886,1.0
-0.025105,0.24984,1.0
-0.82608,0.36002,1.0
2.5735,-1.4526,1.0
-0.66899,0.54954,1.0
-0.16655,-0.17064,1.0
0.50596,-0.42747,1.0
