0,1,2
-0.13008,-0.26702,1.0
-0.13328,-0.029306,1.0
-0.50069,-0.46652,1.0
2.2515,2.2707,1.0
0.77753,0.56317,1.0
0.67428,0.63299,1.0
0.51878,0.40454,1.0
0.81255,0.82815,1.0
0.55902,0.66698,1.0
0.95574,0.94162,1.0
-0.70223,-0.69029,1.0
1.4778,1.3498,1.0
1.5557,1.5227,1.0
-0.3421,-0.47007,1.0
-0.13154,-0.018335,1.0
0.038234,0.098064,1.0
0.040026,-0.044613,1.0
0.78501,1.0311,1.0
-0.64131,-0.483,1.0
-0.46046,-0.37171,1.0
1.4206,1.3425,1.0
0.26444,0.379,1.0
0.46593,0.6726,1.0
0.46033,0.38543,1.0
-0.35718,-0.38512,1.0
-0.059755,0.052698,1.0
-0.27574,-0.02316,1.0
0.74075,0.74936,1.0
0.63224,0.51905,1.0
-0.55712,-0.65262,1.0
0.12083,0.34831,1.0
0.3437,0.39361,1.0
0.54393,0.77223,1.0
0.14631,-0.020738,1.0
-0.43694,-0.4439,1.0
-0.0011013,-0.078578,1.0
-0.30729,-0.32653,1.0
-0.71356,-0.647,1.0
0.053432,-0.038702,1.0
-1.3289,-1.4275,1.0
-1.1211,-0.9974,1.0
-0.55992,-0.54803,1.0
0.26279,0.24394,1.0
-0.93231,-0.80429,1.0
1.4224,1.3643,1.0
-0.11876,-0.17362,1.0
0.061322,0.21934,1.0
0.57801,0.78813,1.0
0.45559,0.50366,1.0
0.34078,0.4183,1.0
0.2354,0.17903,1.0
0.65828,0.71406,1.0
0.091738,0.031485,1.0
-0.44386,-0.52263,1.0
1.4739,1.6432,1.0
-0.57871,-0.6301,1.0
-0.050238,-0.20508,1.0
1.1385,1.0327,1.0
0.95501,0.90454,1.0
0.051736,0.299,1.0
0.75416,0.48063,1.0
-0.51246,-0.48763,1.0
-0.71988,-0.72643,1.0
-0.56207,-0.72635,1.0
0.000858,-0.12957,1.0
-0.86078,-0.84418,1.0
0.28298,0.19325,1.0
0.60282,0.45218,1.0
-0.52227,-0.29127,1.0
0.059596,0.18405,1.0
-0.76701,-0.8871,1.0
-0.5726,-0.6592,1.0
0.64463,0.69963,1.0
0.28634,0.077909,1.0
-0.22506,-0.14725,1.0
0.50227,0.37961,1.0
0.75416,0.82263,1.0
-1.1788,-1.1301,1.0
-0.5598,-0.48014,1.0
0.50898,0.64805,1.0
-1.2053,-0.9473,1.0
1.0589,1.021,1.0
0.23591,0.15883,1.0
-0.22874,-0.22977,1.0
-0.78516,-0.8262,1.0
0.028962,0.02112,1.0
-0.11311,-0.0018708,1.0
0.83347,0.82425,1.0
-0.16577,-0.22168,1.0
0.52941,0.49266,1.0
0.095387,0.19248,1.0
-0.58126,-0.38012,1.0
0.62122,0.69416,1.0
-0.13653,-0.18745,1.0
0.30262,0.32876,1.0
0.77671,0.89675,1.0
1.6497,1.5323,1.0
-0.47797,-0.48318,1.0
-0.36703,-0.20178,1.0
-0.58543,-0.50081,1.0
-1.7221,-1.5262,1.0
0.30282,0.33801,1.0
0.43901,0.27077,1.0
1.5384,1.245,1.0
0.022419,-0.006061,1.0
1.3499,1.5359,1.0
-0.64406,-0.66274,1.0
0.01126,0.25633,1.0
-0.064109,-0.066095,1.0
0.58495,0.60506,1.0
1.4458,1.429,1.0
1.4896,1.4554,1.0
-0.35553,-0.5562,1.0
-0.6294,-0.76723,1.0
0.40701,0.66776,1.0
2.0319,1.9699,1.0
0.18934,-0.039946,1.0
-0.83575,-0.70151,1.0
0.44932,0.34315,1.0
-0.63584,-0.8804,1.0
0.32949,0.048853,1.0
-0.28225,-0.49944,1.0
-0.59931,-0.56465,1.0
-0.30518,-0.28868,1.0
0.81417,0.87146,1.0
0.49013,0.49734,1.0
1.0499,0.994,1.0
0.24708,0.15474,1.0
1.519,1.4431,1.0
0.35213,0.38989,1.0
-0.42757,-0.46475,1.0
-0.59309,-0.42043,1.0
0.38589,0.60554,1.0
-0.60768,-0.60218,1.0
-0.59764,-0.62138,1.0
1.0903,1.0152,1.0
1.4358,1.1465,1.0
-0.037741,-0.049728,1.0
-0.41681,-0.32413,1.0
0.51055,0.49525,1.0
-0.62303,-0.74374,1.0
0.26181,0.039353,1.0
0.5637,0.65037,1.0
0.62754,0.53731,1.0
-1.0538,-1.0898,1.0
0.061671,0.33975,1.0
0.10538,0.076819,1.0
-0.51176,-0.31768,1.0
-1.7124,-1.6264,1.0
-0.014915,0.1162,1.0
-0.31946,-0.23411,1.0
0.2811,0.36088,1.0
-0.12795,0.081102,1.0
-0.87097,-0.63927,1.0
-0.89627,-0.79319,1.0
-0.026287,-0.042265,1.0
0.20983,0.071236,1.0
1.6629,1.5301,1.0
-1.2244,-1.0981,1.0
-0.27101,-0.36007,1.0
-1.1919,-1.2349,1.0
0.74614,0.82563,1.0
0.33349,0.11182,1.0
-0.53447,-0.43334,1.0
0.77692,0.88992,1.0
-1.3585,-1.23,1.0
1.0001,0.95469,1.0
0.40056,0.57891,1.0
-1.2791,-1.1794,1.0
-0.82558,-0.97242,1.0
-0.54386,-0.6007,1.0
-0.048786,-0.068012,1.0
-0.3953,-0.24931,1.0
0.6344,0.58273,1.0
0.23817,0.046501,1.0
-0.97138,-0.8271,1.0
0.86678,0.77209,1.0
0.41172,0.53232,1.0
0.0088698,0.13138,1.0
-0.9441,-0.95061,1.0
1.0698,0.92186,1.0
0.38362,0.47329,1.0
-0.255,-0.14091,1.0
-0.26598,-0.10581,1.0
-0.85929,-0.95108,1.0
-0.79072,-0.83556,1.0
0.20606,0.13175,1.0
0.5673,0.54128,1.0
1.8509,1.89,1.0
1.821,2.0212,1.0
2.0445,1.9614,1.0
2.1155,2.2505,1.0
0.61599,0.66304,0.0
-0.29032,-0.32209,0.0
-0.31471,-0.31986,0.0
1.4622,1.4113,0.0
0.75222,0.68812,0.0
