0,1,2
-0.50069,-0.46652,1.0
0.77753,0.56317,1.0
0.83067,0.77244,1.0
0.87977,0.75864,1.0
-0.33874,-0.2812,1.0
-0.064111,0.023267,1.0
0.67428,0.63299,1.0
0.81255,0.82815,1.0
0.55902,0.66698,1.0
0.95574,0.94162,1.0
-0.18489,-0.080961,1.0
-0.70223,-0.69029,1.0
0.18065,0.43433,1.0
1.3596,1.3545,1.0
1.9919,1.8706,1.0
-0.088373,-0.13265,1.0
1.4778,1.3498,1.0
0.31604,0.36797,1.0
-0.13154,-0.018335,1.0
0.63278,0.54708,1.0
0.038234,0.098064,1.0
0.78501,1.0311,1.0
0.27732,0.20524,1.0
-0.64131,-0.483,1.0
0.008971,0.0099376,1.0
0.26444,0.379,1.0
0.46593,0.6726,1.0
0.46033,0.38543,1.0
1.1151,1.2851,1.0
-0.35718,-0.38512,1.0
-0.27574,-0.02316,1.0
-0.55712,-0.65262,1.0
0.54393,0.77223,1.0
0.76554,0.78751,1.0
0.64942,0.56018,1.0
0.53014,0.39982,1.0
-0.43694,-0.4439,1.0
-0.0011013,-0.078578,1.0
-0.30729,-0.32653,1.0
0.62117,0.61174,1.0
-1.25,-1.2584,1.0
-0.29032,-0.32209,1.0
-0.28991,-0.18635,1.0
-0.7094,-0.67237,1.0
-0.55992,-0.54803,1.0
0.87666,0.95168,1.0
-0.93231,-0.80429,1.0
0.37583,0.2373,1.0
-0.90791,-0.80113,1.0
-0.97878,-1.0254,1.0
0.32897,0.27161,1.0
0.57801,0.78813,1.0
0.45559,0.50366,1.0
1.282,1.1667,1.0
0.1409,0.15535,1.0
-0.03578,0.087976,1.0
0.24753,0.34814,1.0
-0.44386,-0.52263,1.0
1.4739,1.6432,1.0
-0.47043,-0.41205,1.0
1.1385,1.0327,1.0
0.051736,0.299,1.0
-0.040976,-0.0041611,1.0
0.75416,0.48063,1.0
-0.51246,-0.48763,1.0
-0.71988,-0.72643,1.0
1.228,1.1884,1.0
0.000858,-0.12957,1.0
-0.86078,-0.84418,1.0
-0.41617,-0.39719,1.0
0.28298,0.19325,1.0
0.60282,0.45218,1.0
0.059596,0.18405,1.0
-0.76701,-0.8871,1.0
-0.5726,-0.6592,1.0
0.64463,0.69963,1.0
0.28634,0.077909,1.0
0.50227,0.37961,1.0
0.75416,0.82263,1.0
0.3171,0.50473,1.0
-0.84134,-0.94186,1.0
-0.526,-0.47628,1.0
0.29223,0.17158,1.0
-0.5598,-0.48014,1.0
0.47052,0.2314,1.0
-0.70038,-0.73074,1.0
-1.2053,-0.9473,1.0
1.0589,1.021,1.0
0.23591,0.15883,1.0
-0.22874,-0.22977,1.0
-0.78516,-0.8262,1.0
-1.0062,-1.0317,1.0
0.83347,0.82425,1.0
0.095387,0.19248,1.0
0.62122,0.69416,1.0
-0.13653,-0.18745,1.0
0.30262,0.32876,1.0
1.6497,1.5323,1.0
-0.47797,-0.48318,1.0
-0.36703,-0.20178,1.0
0.87535,0.85047,1.0
-0.58543,-0.50081,1.0
-0.64944,-0.66288,1.0
0.43901,0.27077,1.0
1.5384,1.245,1.0
0.022419,-0.006061,1.0
1.3499,1.5359,1.0
-0.064109,-0.066095,1.0
0.58495,0.60506,1.0
1.4896,1.4554,1.0
-0.6294,-0.76723,1.0
0.21289,0.25386,1.0
2.0319,1.9699,1.0
0.18934,-0.039946,1.0
-0.83575,-0.70151,1.0
0.44932,0.34315,1.0
0.50009,0.49702,1.0
-0.31471,-0.31986,1.0
-0.59931,-0.56465,1.0
-0.30518,-0.28868,1.0
0.81417,0.87146,1.0
0.49013,0.49734,1.0
0.24708,0.15474,1.0
0.35213,0.38989,1.0
-1.2407,-1.237,1.0
-0.59309,-0.42043,1.0
0.36543,0.20366,1.0
-0.60768,-0.60218,1.0
-0.75004,-0.61821,1.0
-0.037741,-0.049728,1.0
-0.41681,-0.32413,1.0
0.51055,0.49525,1.0
-0.019239,-0.1982,1.0
0.5637,0.65037,1.0
0.62754,0.53731,1.0
-1.0538,-1.0898,1.0
-0.569,-0.59907,1.0
0.10538,0.076819,1.0
-1.7124,-1.6264,1.0
1.0544,1.0393,1.0
-0.31946,-0.23411,1.0
-0.25053,-0.30165,1.0
0.19794,0.31744,1.0
-0.12795,0.081102,1.0
0.26497,0.1536,1.0
-0.66354,-0.58602,1.0
-0.87097,-0.63927,1.0
0.20983,0.071236,1.0
-1.4366,-1.2543,1.0
1.6629,1.5301,1.0
0.070072,0.22124,1.0
1.2572,1.1711,1.0
-1.1919,-1.2349,1.0
0.33349,0.11182,1.0
-0.53447,-0.43334,1.0
0.77692,0.88992,1.0
1.0001,0.95469,1.0
0.40056,0.57891,1.0
0.6344,0.58273,1.0
0.23817,0.046501,1.0
1.0698,0.92186,1.0
0.38362,0.47329,1.0
-0.255,-0.14091,1.0
-0.26598,-0.10581,1.0
-0.79072,-0.83556,1.0
2.0251,2.1083,1.0
2.2114,2.0458,1.0
1.9794,1.8967,1.0
2.1495,1.9579,1.0
2.0529,1.9933,1.0
-0.3421,-0.47007,0.0
-0.72622,-0.75829,0.0
0.98482,0.85083,0.0
0.77544,0.7885,0.0
0.60578,0.65414,0.0
0.5541,0.53386,0.0
-0.28225,-0.49944,0.0
0.91709,0.86736,0.0
1.0499,0.994,0.0
2.2515,2.2707,0.0
0.18548,0.14448,0.0
0.10662,-0.028815,0.0
0.86678,0.77209,0.0
0.71695,0.56771,0.0
-0.38365,-0.41276,0.0
0.040026,-0.044613,0.0
-0.5084,-0.52865,0.0
0.51878,0.40454,0.0
1.4224,1.3643,0.0
-1.2244,-1.0981,0.0
-0.13328,-0.029306,0.0
0.29443,0.27064,0.0
-0.11311,-0.0018708,0.0
1.5557,1.5227,0.0
-1.2791,-1.1794,0.0
-0.54386,-0.6007,0.0
0.50898,0.64805,0.0
-0.63584,-0.8804,0.0
0.2354,0.17903,0.0
-0.052726,-0.13348,0.0
-0.59764,-0.62138,0.0
-0.3953,-0.24931,0.0
0.75222,0.68812,0.0
0.091738,0.031485,0.0
0.028962,0.02112,0.0
0.77671,0.89675,0.0
-0.41831,-0.52386,0.0
-1.2263,-1.114,0.0
0.3437,0.39361,0.0
0.65828,0.71406,0.0
-0.52227,-0.29127,0.0
-0.57871,-0.6301,0.0
-0.56207,-0.72635,0.0
2.131,1.7879,0.0
2.2773,1.7272,0.0
2.5413,1.635,0.0
2.5686,1.7861,0.0
1.3722,2.2756,0.0
2.077,2.0631,0.0
2.1208,1.8971,0.0
2.1518,1.7888,0.0
1.6481,2.1621,0.0
2.2233,1.9609,0.0
1.8014,2.1103,0.0
2.5798,1.6562,0.0
1.4605,2.3013,0.0
1.996,2.2172,0.0
2.0439,1.7852,0.0
