0,1,2
-0.50069,-0.46652,1.0
2.2515,2.2707,1.0
1.8039,1.6455,1.0
0.77753,0.56317,1.0
0.83067,0.77244,1.0
-0.064111,0.023267,1.0
0.43181,0.49231,1.0
0.21981,0.11669,1.0
0.55902,0.66698,1.0
-0.18489,-0.080961,1.0
1.9919,1.8706,1.0
1.5557,1.5227,1.0
-0.3421,-0.47007,1.0
-0.47579,-0.44785,1.0
-0.86968,-0.60675,1.0
0.038234,0.098064,1.0
0.78501,1.0311,1.0
1.4206,1.3425,1.0
0.26444,0.379,1.0
1.1151,1.2851,1.0
-0.059755,0.052698,1.0
0.60578,0.65414,1.0
0.74075,0.74936,1.0
0.63224,0.51905,1.0
0.75222,0.68812,1.0
-0.55712,-0.65262,1.0
0.3437,0.39361,1.0
0.54393,0.77223,1.0
0.76554,0.78751,1.0
0.53014,0.39982,1.0
0.14631,-0.020738,1.0
-0.0011013,-0.078578,1.0
-0.30729,-0.32653,1.0
-0.71356,-0.647,1.0
0.62117,0.61174,1.0
0.053432,-0.038702,1.0
-0.28991,-0.18635,1.0
-0.72622,-0.75829,1.0
-1.1211,-0.9974,1.0
0.26279,0.24394,1.0
1.4224,1.3643,1.0
-0.90791,-0.80113,1.0
-0.97878,-1.0254,1.0
-0.11876,-0.17362,1.0
0.48953,0.5643,1.0
0.45559,0.50366,1.0
0.34078,0.4183,1.0
1.282,1.1667,1.0
0.83181,0.97069,1.0
0.65828,0.71406,1.0
-0.03578,0.087976,1.0
0.091738,0.031485,1.0
0.24753,0.34814,1.0
1.4739,1.6432,1.0
-0.050238,-0.20508,1.0
0.051736,0.299,1.0
-0.51246,-0.48763,1.0
-0.71988,-0.72643,1.0
0.000858,-0.12957,1.0
-0.41617,-0.39719,1.0
0.60282,0.45218,1.0
0.41482,0.19662,1.0
0.71695,0.56771,1.0
0.059596,0.18405,1.0
0.64463,0.69963,1.0
-0.41831,-0.52386,1.0
0.50227,0.37961,1.0
0.75416,0.82263,1.0
-0.84134,-0.94186,1.0
0.61599,0.66304,1.0
0.29223,0.17158,1.0
-1.1788,-1.1301,1.0
-0.5598,-0.48014,1.0
-1.2053,-0.9473,1.0
-0.73226,-0.76901,1.0
1.0589,1.021,1.0
0.23591,0.15883,1.0
-0.78516,-0.8262,1.0
0.028962,0.02112,1.0
-0.16577,-0.22168,1.0
-0.58126,-0.38012,1.0
0.77671,0.89675,1.0
-0.47797,-0.48318,1.0
-0.36703,-0.20178,1.0
-0.64944,-0.66288,1.0
-1.7221,-1.5262,1.0
0.30282,0.33801,1.0
0.43901,0.27077,1.0
1.5384,1.245,1.0
0.022419,-0.006061,1.0
1.3499,1.5359,1.0
-0.64406,-0.66274,1.0
-0.064109,-0.066095,1.0
1.4896,1.4554,1.0
-0.35553,-0.5562,1.0
-0.24855,-0.47048,1.0
0.40701,0.66776,1.0
0.77544,0.7885,1.0
2.0319,1.9699,1.0
0.44932,0.34315,1.0
-0.42762,-0.56285,1.0
-0.63584,-0.8804,1.0
0.32949,0.048853,1.0
-1.2263,-1.114,1.0
-0.30518,-0.28868,1.0
-1.0988,-1.0333,1.0
1.519,1.4431,1.0
0.35213,0.38989,1.0
0.26581,0.22289,1.0
0.36543,0.20366,1.0
-0.60768,-0.60218,1.0
-0.59764,-0.62138,1.0
1.0903,1.0152,1.0
1.4358,1.1465,1.0
-0.75004,-0.61821,1.0
-0.3498,-0.29115,1.0
1.4622,1.4113,1.0
-0.569,-0.59907,1.0
-0.51176,-0.31768,1.0
-0.31946,-0.23411,1.0
-0.25053,-0.30165,1.0
-0.12795,0.081102,1.0
-0.87097,-0.63927,1.0
-0.026287,-0.042265,1.0
-0.027573,-0.16402,1.0
0.20983,0.071236,1.0
1.6629,1.5301,1.0
0.070072,0.22124,1.0
1.2572,1.1711,1.0
0.74614,0.82563,1.0
0.33349,0.11182,1.0
0.77692,0.88992,1.0
0.28278,0.29434,1.0
-1.3585,-1.23,1.0
1.0001,0.95469,1.0
-1.2791,-1.1794,1.0
-0.82558,-0.97242,1.0
-0.54386,-0.6007,1.0
-0.048786,-0.068012,1.0
-0.3953,-0.24931,1.0
0.6344,0.58273,1.0
-0.97138,-0.8271,1.0
0.86678,0.77209,1.0
0.0088698,0.13138,1.0
1.0698,0.92186,1.0
0.38362,0.47329,1.0
-0.85929,-0.95108,1.0
-0.79072,-0.83556,1.0
2.0211,2.1146,1.0
1.957,1.9867,1.0
2.2348,2.0279,1.0
2.0445,1.9614,1.0
2.2009,2.0851,1.0
1.9634,2.0682,1.0
2.0544,1.9442,1.0
2.0259,1.9723,1.0
0.98308,0.99914,0.0
0.64942,0.56018,0.0
0.57801,0.78813,0.0
-0.70038,-0.73074,0.0
0.46033,0.38543,0.0
0.91709,0.86736,0.0
0.38589,0.60554,0.0
-0.29032,-0.32209,0.0
-0.39255,-0.82466,0.0
0.32897,0.27161,0.0
-1.1006,-1.1414,0.0
0.62754,0.53731,0.0
0.2354,0.17903,0.0
0.19794,0.31744,0.0
-0.85924,-0.6577,0.0
-0.44386,-0.52263,0.0
-0.040976,-0.0041611,0.0
0.40056,0.57891,0.0
0.1409,0.15535,0.0
1.6497,1.5323,0.0
1.1385,1.0327,0.0
0.50898,0.64805,0.0
0.51878,0.40454,0.0
0.80651,1.1013,0.0
