0,1,2
-0.50069,-0.46652,1.0
0.87977,0.75864,1.0
0.43181,0.49231,1.0
0.55902,0.66698,1.0
-0.18489,-0.080961,1.0
1.3596,1.3545,1.0
1.9919,1.8706,1.0
0.91709,0.86736,1.0
1.5557,1.5227,1.0
-0.3421,-0.47007,1.0
-0.47579,-0.44785,1.0
-0.86968,-0.60675,1.0
0.70236,0.74987,1.0
0.63278,0.54708,1.0
0.040026,-0.044613,1.0
0.27732,0.20524,1.0
0.29067,0.20598,1.0
-0.059755,0.052698,1.0
-0.27574,-0.02316,1.0
0.63224,0.51905,1.0
0.12083,0.34831,1.0
0.3437,0.39361,1.0
0.54393,0.77223,1.0
0.76554,0.78751,1.0
0.64942,0.56018,1.0
0.53014,0.39982,1.0
0.14631,-0.020738,1.0
-0.0011013,-0.078578,1.0
-0.30729,-0.32653,1.0
0.053432,-0.038702,1.0
-1.25,-1.2584,1.0
-0.29032,-0.32209,1.0
-0.72622,-0.75829,1.0
-1.1211,-0.9974,1.0
-0.55992,-0.54803,1.0
0.26279,0.24394,1.0
0.87666,0.95168,1.0
-0.93231,-0.80429,1.0
1.5756,1.2367,1.0
-0.5084,-0.52865,1.0
-0.11876,-0.17362,1.0
0.061322,0.21934,1.0
0.45559,0.50366,1.0
1.282,1.1667,1.0
0.1409,0.15535,1.0
0.83181,0.97069,1.0
0.2354,0.17903,1.0
0.091738,0.031485,1.0
0.24753,0.34814,1.0
-0.44386,-0.52263,1.0
1.4739,1.6432,1.0
-0.47043,-0.41205,1.0
-0.57871,-0.6301,1.0
-0.050238,-0.20508,1.0
1.1385,1.0327,1.0
0.95501,0.90454,1.0
0.29443,0.27064,1.0
-0.040976,-0.0041611,1.0
0.75416,0.48063,1.0
-0.51246,-0.48763,1.0
-0.71988,-0.72643,1.0
1.228,1.1884,1.0
-0.56207,-0.72635,1.0
0.000858,-0.12957,1.0
-0.41617,-0.39719,1.0
0.28298,0.19325,1.0
-0.85924,-0.6577,1.0
0.71695,0.56771,1.0
0.059596,0.18405,1.0
0.28634,0.077909,1.0
